content,sentiment
同学们发布问题之前，建议先浏览前面已发帖子，我们同学里面也有很多精彩提问和回复！,1
接触到了不一样的系统,1
照着PPT念，这种课听的一点意思都没有,0
老师讲课非常好，课程作业也很不错。,1
非常棒，推荐课程,1
感觉很棒的,1
清晰的思维比较适合该课程,1
节奏太快了,0
很好很详细,1
很有趣的一门课,1
"老师上课很认真,后期剪辑也很好,赞!!!",1
在这里老师讲的很详细，能比较容易理解，学到很多内容！,1
真的特别棒！,1
这课讲的真好,1
讲的真不错，谢谢mooc平台，如果系统学习完，老师能补充一些实际工作中应用的场景就更好了。,1
课程刚好是自己需要的，老师讲得挺适合自己的，给老师点赞,1
知识点齐全，逻辑清楚,1
看了很多的数据结构课程，浙大的最为深奥晦涩，武大的最贴合教材，西北大学的最能抓住重难点，其他大学的还没有太多看过。而其他一些网站上私人录制视频的良莠不齐，大部分不成体系化。只有陆军工程大学的最为浅显易懂，每节课的时间把握的恰到好处，能让初学者学会听懂，实属不易。,1
老师的授课非常成功，帮助我解决了一些在实际操作中遇到的一些问题和难点。有兴趣的同学可以学习学习,1
感觉十分好,1
使我受益匪浅非常棒！,1
这门课程让我学到了很多实用的操作方法，对我以后的办公做文件有很大帮助！,1
教学材料看不到欸，我只能观看视频，知识有断层。（可能是我的电脑设置问题，所以看不到材料）,0
可不可以把第一次的权限打开，老师，真的讲的非常好，需要第一次的视频资料,1
非常好的操作原理，通俗易懂，,1
题目太多了！,0
课程内容很详细,1
教师的教学效果极佳，可以使同学在领略知识魅力的同时提高自己实际技能。教师教课内容广大博深，高质量，高效率。教课内容新颖，独特，有个性。,1
讲课老师真的好棒！！,1
感觉很多课程都能学到很多，精简有效,1
可以多一点课堂练习,1
学习到了好东西,1
很好的课程，结合线下课可以很好的学习。,1
操作系统中关于抽象分层演变等等思想价值更深远,1
学到网络管理有关的很多知识,1
这门课讲解的很详细。,1
真好，实在是太好用了,1
习题测试是否存在错误。课程内容和习题答案自相矛盾,0
老师讲得不错，而且和课本的契合度很高，强烈推荐！,1
原来不是只有我一个觉得作业题好难，不过有挑战性,0
课程内容丰富，教学多样，很注重趣味性。教学与互动一体，感觉学到了很多！,1
"老师讲的非常好,ppt知识点精炼,总结到位",1
老师讲的真好,1
觉得挺好的,1
讲的也太好了啊,1
从本课程我学到了很多内容，诸如队列、堆栈、二叉树、图等等内容，老师讲的很好，我很喜欢！推荐大家学习。,1
数据更新不行。第一天测试显示我做完了，我也把测试的机会也给用完了，第二天成绩还有，但是课程上不是绿色（显示我没做）。有待提升。,0
名校老师讲课就是牛。看了几门OS课程，能把OS前2章枯燥的基础概念讲的生动出彩，就是牛！老师没有照本宣科或念台词，也没有照念PPT，胸有成竹，例子信手拈来，非常棒！从这一点比较，这个老师的功力明显甩其他老师几条街。,1
从目前的几节课来说，还是很有收获的，帮助自己系统了理解数据结构和算法,1
老师讲的很详细，很有收获,1
太爱这个老师了，长得好看，讲得特别好。爱了爱了，上课听不懂的全弄懂了,1
此课程设计的非常好，每次上课老师讲的没听懂的我都会去听这个课程，可以解答我的疑惑，每位老师讲的都各有特色，辛苦老师了。,1
很好很好很好,1
这个课真的很好！！老师讲课的思路很清晰,1
条理很清晰，很全面，概念配合例子很好理解,1
老师讲的很好，课程组织的很好，循序渐进！,1
还可以，挺不错的。,1
内容讲解详细,1
很不错，学到了很多知识,1
最好的操作系统课，我爱工大,1
感觉有些术语有点高级不太懂,0
特别特别有用,1
关于算法的细节讲得很好,1
范翠香老师还有其他老师都讲的很好,1
陈老师的这门数据算法与结构，我觉得听课的感受超出预期了，简直太棒了。这学期恰好碰上疫情，呆在家里学习，每周二，双周周五都会在B站上看老师的直播课，再结合mooc上的课程，觉得效果很好。用Python学数据结构和算法，相比C/C，更为清晰直观，而且更能体会到算法的核心，不必在为C/C相对繁杂的语言所困挠，这也是很棒的一件事。,1
棒！讲的特别好，强烈推荐。,1
课程很精彩,1
循序渐进，逻辑性强,1
很好，让我能及时的复习忘记的知识，并巩固已有的知识,1
生动有趣。。,1
很不错，适合初学者,1
老师讲的不错，很详细,1
非常的好，通俗易懂，我一个不怎么愿意听课的人，也被老师的课吸引住了，把繁琐知识简化徐徐渐进，把简单知识细化，往外拓展。不听就亏了，不要998，不要98，只要一个关注一个好评，老师的课带回家,1
课程很好，能够简单了解操作系统的结构组织，比较偏底层理论知识，对了解计算机的工作过程很有帮助,1
很不错的课程，老师棒棒哒,1
讲得很好，希望老师继续更新。,1
不好，体验很差，老师没有逻辑,0
课讲得不错，通俗易懂。点赞！,1
老师讲的很清晰易懂,1
讲课清晰明了，易于理解,1
蛮不错的，又视频课后练习，还有讨论答疑,1
很棒！感觉很有意思,1
简单且易通,1
老师讲课清晰好,1
徐老师课讲的很好，生动形象，条理清晰，细节满满！五星满分!徐老师加油！,1
老师讲得很好，逻辑清晰，内容丰富。就是公告太少了点，现在课程结束了，不知道什么时候可以出总成绩，也不知道什么时候能申请证书,1
这课程超好的,1
老师的教学很通俗易懂！,1
可以从视频中清楚掌握知识，老师讲的很清楚，而且还会举例子，感到听课没有什么不懂得，而且可以随时看，慢慢记住就行,1
讲的很细很认真，谢谢老师,1
数据结构是一门非常有魅力并且重要的课程，这次数据结构的学习使我收获良多,1
课程安排的紧凑而又细腻，便于我们学习，也能激起我的学习欲望，细节之处讲得十分细腻。,1
老师讲的很仔细，对我们初学者很友好,1
好，很好，非常好！,1
太棒了，这个课程讲的简单易懂,1
何必呢，浪费钱,0
啊就很nice！,1
课程很好诶，如果能出一个提示作业系统或者弥补作业时间就更好,1
这都评不上国家精品吗?这不比国家精品好?,0
内容很丰富，老师讲得很清楚，会把前面的知识结合起来。就是这个视频的画质太渣了。,1
北大名校就是不一般，在学这门课程的过程中不但学习了专业知识还领略了名师的风采。,1
就挺好。,1
棒，讲的很仔细,1
讲的真的很好,1
非常好，实例讲解详细,1
有一节课没声音,0
非常棒，有利于学习,1
这个是我看过的学校里讲得最棒的。,1
讲得有点抽象，希望能多举例,0
很好，收获很大,1
老师讲的很好，非常喜欢,1
好，非常好,1
老师很专业，授课方式简洁明了。条理清楚。,1
非常好，感谢南京大学为我提供的宝贵机会。,1
课程丰富，内容实用,1
这个课真不错！能让我学到很多知识点，真心推荐！,1
两个平台授课提高了教学灵活度，先总体讲授，再分节学习，更容易系统性地学习,1
讲的挺好的，能运用到平时社会中,1
老师们讲的很细致，翟老师非常棒,1
我学到了很多东西，不错,1
老师讲解细致很适合零基础的同学学习,1
super棒！！推荐推荐！,1
抢跑的零基础插班生（很棒！不懂的全弄懂了！,1
希望可以先讲后在terminal里敲一敲,1
讲解清晰，容易接受,1
老师讲授的十分全面。搭建的知识的体系完整。很感谢老师。,1
这是目前为止，我在“中国大学慕课”网上学的最难的一门课。非CS专业出身、离开大学20多年了，《数据结构与算法》课，对计算机专业也是难啃的骨头，我花费了很多时间和精力，最终还是没有完成，只学到了第三章《分治递归》。根据课件和自己的理解，并参考《大话数据结构》，写了整整一个本子的笔记，补充、完成了大部分课上、课后练习和讨论题；通过独立思考，写了长整数加减法、带括号加减乘除四则运算两个对我来说稍难的程序。,0
讲的得很好，比较容易懂。,1
老师讲解的很清晰，希望能增加更多小白专场,1
"本来在看精品课里面的操作系统,但是看着发现只是在念PPT,然后从推荐里面看到了这个视频,来一看,讲真超级棒!!年轻有激情有情怀的老师!!",1
整体课程老师讲得挺好的！,1
非常好不错,1
结合一个或两个具体操作系统的讲，可能会更好,0
可以更新的快点吗？,1
觉得就是一般般，尽管是精品,0
俞繁复于简一，化崎岖于坦途，数据结构难，但是结合着例题，就c泛型化编程而言，理解就更加深刻一些了，不过我才开始学基础的c，希望能够在学习中更进一步,1
"老师提的问题很用心，很有趣,，促人思考。",1
老师讲的清晰明了，尤其是讲程序是现实，从框架到细节都非常棒！,1
还不错哦，浅显易懂,1
这次课程对我很有帮助,1
内容充实，有用,1
第l章介绍OS的发展过程、基本特征、功能以及OS的结构设计；第2、3章详细地阐述了进程和线程的基本概念、同步与通信、调度与死锁；第4章介绍连续式、离散式存储器的管理方式及虚拟存储器；第5、6、7章分别介绍设备管理、文件管理和用户接口；第8章介绍了计算机网络系统、网络OS所提供的功能和服务，以及Internet和Intranet；第9章对保障系统安全的访问控制、认证、数据加密和防火墙四大技术作了较详细的阐述；,1
